id	name	formula	inchi	solubility	vendor	vendor_id	hmdb_id	chebi_id	lipidmaps_id	cas_id	pubchem_id	lot_num	location	purchase_date	Average Molecular weight (g/mol)	Exact mass	m/z_Neg mode	m/z_Pos Mode	Adducts Na	Adducts NH4	Class	Retention time	Date of Prep	Protocol ID	Comments	Sample weight for stock (mg) 
645	OXALOACETATE	C4H4O5		Methano/water	IROA	MSMLS_5D4					970															
646	2,3-DIHYDROXYBENZOATE	C7H6O4		Methano/water	IROA	MSMLS_5D5					19															
647	PROPENOATE	C3H4O2		Methano/water	IROA	MSMLS_5D6					6581															
648	INDOLE-3-ETHANOL	C10H11NO		Methano/water	IROA	MSMLS_5D7					10685															
649	FERULATE	C10H10O4		Methano/water	IROA	MSMLS_5D8					445858															
650	GLYCOCHOLATE	C26H43NO6		Methano/water	IROA	MSMLS_5D9					10140															
654	PROPANAL	C3H6O		Methano/water	IROA	MSMLS_5E1					527															
663	10-HYDROXYDECANOATE	C10H20O3		Methano/water	IROA	MSMLS_5E10					74300															
664	1,2-DIDECANOYL-SN-GLYCERO-3-PHOSPHOCHOLINE	C28H56NO8P		Methano/water	IROA	MSMLS_5E11					16219892															
665	2-HYDROXYPYRIDINE	C5H5NO		Methano/water	IROA	MSMLS_5E12					8871															
655	BENZOATE	C7H5O2		Methano/water	IROA	MSMLS_5E2					517055															
656	3-AMINO-5-HYDROXYBENZOIC ACID	C7H7NO3		Methano/water	IROA	MSMLS_5E3					127115															
657	CATECHOL	C6H6O2		Methano/water	IROA	MSMLS_5E4					289															
658	3,4-DIHYDROXYBENZOATE	C7H6O4		Methano/water	IROA	MSMLS_5E5					72															
659	CYCLOPENTANONE	C5H8O		Methano/water	IROA	MSMLS_5E6					8452															
660	PANTOLACTONE	C6H10O3		Methano/water	IROA	MSMLS_5E7					439368															
661	GUAIACOL	C7H8O2		Methano/water	IROA	MSMLS_5E8					460															
662	2-HYDROXYPHENYLACETIC ACID	C8H8O3		Methano/water	IROA	MSMLS_5E9					11914															
666	3,4-DIHYDROXYPHENYLACETATE	C8H8O4		Methano/water	IROA	MSMLS_5F1					547															
675	SEROTONIN CREATININE SULFATE COMPLEX	C14H23N5O7S		Methano/water	IROA	MSMLS_5F10					245870															
676	CORTISOL 21-ACETATE	C23H32O6		Methano/water	IROA	MSMLS_5F11					5744															
677	INDOLE-3-ACETAMIDE	C10H10N2O		Methano/water	IROA	MSMLS_5F12					397															
667	N6-(DELTA2-ISOPENTENYL)-ADENINE	C10H13N5		Methano/water	IROA	MSMLS_5F2					92180															
668	METHYL VANILLATE	C9H10O4		Methano/water	IROA	MSMLS_5F3					8468															
669	2-OXOBUTANOATE	C4H6O3		Methano/water	IROA	MSMLS_5F4					58															
670	LIPOAMIDE	C8H15NOS2		Methano/water	IROA	MSMLS_5F5					863															
671	3-HYDROXYANTHRANILATE	C7H7NO3		Methano/water	IROA	MSMLS_5F6					86															
672	3-(4-HYDROXYPHENYL)PYRUVATE	C9H8O4		Methano/water	IROA	MSMLS_5F7					979															
673	HEXANOATE	C6H12O2		Methano/water	IROA	MSMLS_5F8					8892															
674	METHYLMALONATE	C4H6O4		Methano/water	IROA	MSMLS_5F9					487															
678	HIPPURATE	C9H9NO3		Methano/water	IROA	MSMLS_5G1					464															
687	2-QUINOLINECARBOXYLIC ACID	C10H7NO2		Methano/water	IROA	MSMLS_5G10					7124															
688	SEROTONIN	C10H12N2O		Methano/water	IROA	MSMLS_5G11					5202															
689	PTERIN	C6H5N5O		Methano/water	IROA	MSMLS_5G12					7300															
679	ETHYLMALONIC ACID	C5H8O4		Methano/water	IROA	MSMLS_5G2					11756															
680	3,5-DIIODO-L-THYRONINE	C15H13I2NO4		Methano/water	IROA	MSMLS_5G3					92859															
681	FUMARATE	C4H4O4		Methano/water	IROA	MSMLS_5G4					444972															
682	BENZALDEHYDE	C7H6O		Methano/water	IROA	MSMLS_5G5					240															
683	4-HYDROXYBENZALDEHYDE	C7H6O2		Methano/water	IROA	MSMLS_5G6					126															
684	3-(2-HYDROXYPHENYL)PROPANOATE	C9H10O3		Methano/water	IROA	MSMLS_5G7					873															
685	3-METHOXYTYRAMINE	C9H13NO2		Methano/water	IROA	MSMLS_5G8					1669															
686	BENZYLAMINE	C7H9N		Methano/water	IROA	MSMLS_5G9					7504															
690	4-AMINOBENZOATE	C7H7NO2		Methano/water	IROA	MSMLS_5H1					978															
699	BUTANOATE	C4H8O2		Methano/water	IROA	MSMLS_5H10					264															
700	INDOLE-3-ACETIC ACID	C10H9NO2		Methano/water	IROA	MSMLS_5H11					802															
701	5-VALEROLACTONE	C5H8O2		Methano/water	IROA	MSMLS_5H12					10953															
691	2-AMINOPHENOL	C6H7NO		Methano/water	IROA	MSMLS_5H2					491															
692	ACETOIN	C4H8O2		Methano/water	IROA	MSMLS_5H3					179															
693	INDOLE-3-PYRUVIC ACID	C11H9NO3		Methano/water	IROA	MSMLS_5H4					803															
694	DEHYDRO-L-(+)-ASCORBIC ACID DIMER	C12H12O12		Methano/water	IROA	MSMLS_5H5					440667															
695	3-AMINO-4-HYDROXYBENZOIC ACID	C7H7NO3		Methano/water	IROA	MSMLS_5H6					65083															
696	DIHYDROXYMANDELIC ACID	C8H8O5		Methano/water	IROA	MSMLS_5H7					85782															
697	ANTHRANILATE	C7H7NO2		Methano/water	IROA	MSMLS_5H8					227															
698	THIOACETATE	C2H4OS		Methano/water	IROA	MSMLS_5H9					10484															
702	2,5-DIHYDROXYBENZOATE	C7H6O4		Methano/water	IROA	MSMLS_6A1					3469															
711	AZELAIC ACID	C9H16O4		Methano/water	IROA	MSMLS_6A10					2266															
712	MONO-METHYL GLUTARATE	C6H10O4		Methano/water	IROA	MSMLS_6A11					73917															
713	2-METHYLGLUTARIC ACID	C6H10O4		Methano/water	IROA	MSMLS_6A12					12046															
703	2-METHYLMALEATE	C5H6O4		Methano/water	IROA	MSMLS_6A2					643798															
704	HYDROQUINONE	C6H6O2		Methano/water	IROA	MSMLS_6A3					785															
705	DETHIOBIOTIN	C10H18N2O3		Methano/water	IROA	MSMLS_6A4					445027															
706	3-METHYL-2-OXOVALERIC ACID	C6H10O3		Methano/water	IROA	MSMLS_6A5					47															
707	ALPHA-KETOGLUTARIC ACID	C5H6O5		Methano/water	IROA	MSMLS_6A6					51															
708	N-ACETYLSEROTONIN	C12H14N2O2		Methano/water	IROA	MSMLS_6A7					903															
709	3-METHYLBUTANAL	C5H10O		Methano/water	IROA	MSMLS_6A8					11552															
710	ITACONATE	C5H6O4		Methano/water	IROA	MSMLS_6A9					811															
714	PHENYLACETALDEHYDE	C8H8O		Methano/water	IROA	MSMLS_6B1					998															
723	SUBERIC ACID	C8H14O4		Methano/water	IROA	MSMLS_6B10					10457															
724	ADIPIC ACID	C6H10O4		Methano/water	IROA	MSMLS_6B11					196															
725	GERANYL PYROPHOSPHATE	C10H32N3O7P2		Methano/water	IROA	MSMLS_6B12					445995															
715	2-METHYLBUTANAL	C5H10O		Methano/water	IROA	MSMLS_6B2					7284															
716	PHENYL ACETATE	C8H8O2		Methano/water	IROA	MSMLS_6B3					31229															
717	DIACETYL	C4H6O2		Methano/water	IROA	MSMLS_6B4					650															
718	PYRUVATE	C3H4O3		Methano/water	IROA	MSMLS_6B5					1060															
719	TRANS-CINNAMALDEHYDE	C9H8O		Methano/water	IROA	MSMLS_6B6					637511															
720	2,6-DIHYDROXYPYRIDINE	C5H5NO2		Methano/water	IROA	MSMLS_6B7					69371															
721	PHENETHYLAMINE	C8H11N		Methano/water	IROA	MSMLS_6B8					1001															
722	METHYL ACETOACETATE	C5H8O3		Methano/water	IROA	MSMLS_6B9					7757															
726	N-ACETYL-L-LEUCINE	C8H15NO3		Methano/water	IROA	MSMLS_6C1					70912															
735	(S)-1-PHENYLETHANOL	C8H10O		Methano/water	IROA	MSMLS_6C10					443135															
736	1-METHYL-6,7-DIHYDROXY-1,2,3,4-TETRAHYDROISOQUINOLINE	C10H13NO2		Methano/water	IROA	MSMLS_6C11					91588															
737	SALICYLAMIDE	C7H7NO2		Methano/water	IROA	MSMLS_6C12					5147															
727	2',4'-DIHYDROXYACETOPHENONE	C8H8O3		Methano/water	IROA	MSMLS_6C2					6990															
728	BENZYL ALCOHOL	C7H8O		Methano/water	IROA	MSMLS_6C3					244															
729	2-OXOADIPATE	C6H8O5		Methano/water	IROA	MSMLS_6C4					71															
730	METHYL INDOLE-3-ACETATE	C11H11NO2		Methano/water	IROA	MSMLS_6C5					74706															
731	PROPYNOATE	C3H2O2		Methano/water	IROA	MSMLS_6C6					10110															
732	3-METHOXY-4-HYDROXYMANDELATE	C9H10O5		Methano/water	IROA	MSMLS_6C7					736172															
733	HOMOVANILLATE	C9H10O4		Methano/water	IROA	MSMLS_6C8					1738															
734	4-QUINOLINECARBOXYLIC ACID	C10H7NO2		Methano/water	IROA	MSMLS_6C9					10243															
738	3-HYDROXYBENZOATE	C7H6O3		Methano/water	IROA	MSMLS_6D1					7420															
747	PYRIDOXAL	C8H9NO3		Methano/water	IROA	MSMLS_6D10					1050															
748	SALICYLATE	C7H6O3		Methano/water	IROA	MSMLS_6D11					338															
749	3-METHYLBUTANOL	C5H12O		Methano/water	IROA	MSMLS_6D12					31260															
739	4-METHYL-2-OXOVALERIC ACID	C6H10O3		Methano/water	IROA	MSMLS_6D2					70															
740	3-ALPHA,11-BETA,17-ALPHA,21-TETRAHYDROXY- 5-ALPHA-PREGNAN-20-ONE	C21H34O5		Methano/water	IROA	MSMLS_6D3					5864															
741	N,N-DIMETHYL-1,4-PHENYLENEDIAMINE	C8H12N2		Methano/water	IROA	MSMLS_6D4					7472															
742	HOMOGENTISATE	C8H8O4		Methano/water	IROA	MSMLS_6D5					780															
743	INDOLE-3-ACETALDEHYDE	C10H9NO		Methano/water	IROA	MSMLS_6D6					800															
744	4-HYDROXY-3-METHOXYPHENYLGLYCOL	C22H34N2O8		Methano/water	IROA	MSMLS_6D7					10805															
745	3-HYDROXYPHENYLACETATE	C8H8O3		Methano/water	IROA	MSMLS_6D8					12122															
746	4-METHYLCATECHOL	C7H8O2		Methano/water	IROA	MSMLS_6D9					9958															
750	3-METHYL-2-OXINDOLE	C9H9NO		Methano/water	IROA	MSMLS_6E1					150923															
759	RESORCINOL MONOACETATE	C8H8O3		Methano/water	IROA	MSMLS_6E10					5055															
760	ACETOACETATE	C4H6O3		Methano/water	IROA	MSMLS_6E11					96															
761	ACETYL PHOSPHATE	C2H5O5P		Methano/water	IROA	MSMLS_6E12					186															
751	3-METHYLADENINE	C6H7N5		Methano/water	IROA	MSMLS_6E2					1673															
752	3-(4-HYDROXYPHENYL)LACTATE	C9H10O4		Methano/water	IROA	MSMLS_6E3					9378															
753	BIOTIN	C10H16N2O3S		Methano/water	IROA	MSMLS_6E4					171548															
754	MERCAPTOPYRUVATE	C3H4O3S		Methano/water	IROA	MSMLS_6E5					98															
755	PYRUVIC ALDEHYDE	C3H4O2		Methano/water	IROA	MSMLS_6E6					880															
756	PYRROLE-2-CARBOXYLATE	C5H4NO2		Methano/water	IROA	MSMLS_6E7					12473															
757	5-HYDROXYINDOLEACETATE	C10H9NO3		Methano/water	IROA	MSMLS_6E8					1826															
758	PHENYLACETIC ACID	C8H8O2		Methano/water	IROA	MSMLS_6E9					999															
762	ETHYL 3-INDOLEACETATE	C12H13NO2		Methano/water	IROA	MSMLS_6F1					13067															
768	MYO-INOSITOL	C6H12O6		Methano/water	IROA	MSMLS_6F10					892															
769	MANNOSE	C6H12O6		Methano/water	IROA	MSMLS_6F11					18950															
770	ARABINOSE	C5H10O5		Methano/water	IROA	MSMLS_6F12					439195															
763	DEHYDROASCORBATE	C6H6O6		Methano/water	IROA	MSMLS_6F2					440667															
764	D-FRUCTOSE	C6H12O6		Methano/water	IROA	MSMLS_6F6					439163															
765	L-SORBOSE	C6H12O6		Methano/water	IROA	MSMLS_6F7					439192															
766	XYLITOL	C5H12O5		Methano/water	IROA	MSMLS_6F8					6912															
767	RIBITOL	C5H12O5		Methano/water	IROA	MSMLS_6F9					6912															
771	D-XYLOSE	C5H10O5		Methano/water	IROA	MSMLS_6G1					135191															
780	D-TAGATOSE	C6H12O6		Methano/water	IROA	MSMLS_6G10					439312															
781	D-GULONIC ACID GAMA-LACTONE	C6H10O6		Methano/water	IROA	MSMLS_6G11					6857417															
782	D-(-)-ARABINOSE	C5H10O5		Methano/water	IROA	MSMLS_6G12					66308															
772	SUCROSE	C12H22O11		Methano/water	IROA	MSMLS_6G2					5988															
773	D-GALACTOSE	C6H12O6		Methano/water	IROA	MSMLS_6G3					6036															
774	ALPHA-D-GLUCOSE	C6H12O6		Methano/water	IROA	MSMLS_6G4					79025															
775	ALLOSE	C6H12O6		Methano/water	IROA	MSMLS_6G5					439507															
776	MANNITOL	C6H14O6		Methano/water	IROA	MSMLS_6G6					6251															
777	MELIBIOSE	C12H22O11		Methano/water	IROA	MSMLS_6G7					440658															
778	D-SORBITOL	C6H12O6		Methano/water	IROA	MSMLS_6G8					5780															
779	MALTOSE	C12H22O11		Methano/water	IROA	MSMLS_6G9					439186															
783	D-(+)-CELLOBIOSE	C12H22O11		Methano/water	IROA	MSMLS_6H1					439178															
784	D-PSICOSE	C6H12O6		Methano/water	IROA	MSMLS_6H2					441036															
785	L-ARABITOL	C5H12O5		Methano/water	IROA	MSMLS_6H3					439255															
786	D-LYXOSE	C5H10O5		Methano/water	IROA	MSMLS_6H4					439240															
787	D-RIBOSE	C5H10O5		Methano/water	IROA	MSMLS_6H5					5779															
788	PALATINOSE	C12H22O11		Methano/water	IROA	MSMLS_6H6					439559															
789	VITAMIN D2	C28H44O		Methano/water	IROA	MSMLS_7A1					5280793															
798	3ALPHA,12ALPHA-DIHYDROXY-5BETA-CHOLANATE	C24H40O4		Methano/water	IROA	MSMLS_7A10					222528															
799	3ALPHA-HYDROXY-5BETA-CHOLANATE	C24H40O3		Methano/water	IROA	MSMLS_7A11					11740284															
800	PROTOPORPHYRIN	C34H34N4O4		Methano/water	IROA	MSMLS_7A12					4971															
790	SQUALENE	C30H50		Methano/water	IROA	MSMLS_7A2					11975273															
791	4-COUMARATE	C9H8O3		Methano/water	IROA	MSMLS_7A3					637542															
792	NONANOATE	C9H18O2		Methano/water	IROA	MSMLS_7A4					8158															
793	CHENODEOXYCHOLATE	C24H40O4		Methano/water	IROA	MSMLS_7A5					10133															
794	CAPRYLIC ACID	C8H16O2		Methano/water	IROA	MSMLS_7A6					379															
795	CHOLESTERYL ACETATE	C29H48O2		Methano/water	IROA	MSMLS_7A7					6427285															
796	PETROSELINIC ACID	C18H34O2		Methano/water	IROA	MSMLS_7A8					5461010															
797	1,2-DIPALMITOYL-SN-GLYCEROL	C35H68O5		Methano/water	IROA	MSMLS_7A9					644078															
801	HEPTANOIC ACID	C7H14O2		Methano/water	IROA	MSMLS_7B1					8094															
810	REICHSTEIN?S SUBSTANCE S	C21H30O4		Methano/water	IROA	MSMLS_7B10					53477676															
811	TAUROLITHOCHOLATE	C26H45NO5S		Methano/water	IROA	MSMLS_7B11					439763															
812	PALMITOLEIC ACID	C16H30O2		Methano/water	IROA	MSMLS_7B12					445638															
802	RETINOL	C20H30O		Methano/water	IROA	MSMLS_7B2					445354															
803	MENAQUINONE	C31H40O2		Methano/water	IROA	MSMLS_7B3					5280374															
804	ELAIDIC ACID	C18H34O2		Methano/water	IROA	MSMLS_7B4					445639															
805	ESTRADIOL-17ALPHA	C18H24O2		Methano/water	IROA	MSMLS_7B5					68570															
806	MYRISTIC ACID	C14H28O2		Methano/water	IROA	MSMLS_7B6					11005															
807	CHOLESTERYL OLEATE	C45H78O2		Methano/water	IROA	MSMLS_7B7					5283632															
808	ROSMARINIC ACID	C18H16O8		Methano/water	IROA	MSMLS_7B8					1100862															
809	GLYCERYL TRIPALMITATE	C51H98O6		Methano/water	IROA	MSMLS_7B9					11147															
813	PALMITATE	C16H32O2		Methano/water	IROA	MSMLS_7C1					985															
822	LEUKOTRIENE B4	C20H32O4		Methano/water	IROA	MSMLS_7C10					5280492															
823	HEPTADECANOATE	C17H34O2		Methano/water	IROA	MSMLS_7C11					10465															
824	GLYCERYL TRIMYRISTATE	C45H86O6		Methano/water	IROA	MSMLS_7C12					11148															
814	3,3',5'-TRIIODOTHYRONINE	C15H12I3NO4		Methano/water	IROA	MSMLS_7C2					644280															
815	SPHINGANINE	C18H39NO2		Methano/water	IROA	MSMLS_7C3					91486															
816	LANOSTEROL	C30H50O		Methano/water	IROA	MSMLS_7C4					246983															
817	LAURIC ACID	C12H24O2		Methano/water	IROA	MSMLS_7C5					3893															
818	ARACHIDIC ACID	C20H40O2		Methano/water	IROA	MSMLS_7C6					10467															
819	ERUCIC ACID	C22H42O2		Methano/water	IROA	MSMLS_7C7					5281116															
820	DEOXYCHOLATE	C24H4004		Methano/water	IROA	MSMLS_7C8					23668196															
821	4-METHYL-2-OXO-PENTANOIC ACID	C6H10O3		Methano/water	IROA	MSMLS_7C9					70															
825	LINOLEATE	C18H32O2		Methano/water	IROA	MSMLS_7D1					5280450															
834	HEXADECANOL	C16H34O		Methano/water	IROA	MSMLS_7D10					2682															
835	DIMETHYLBENZIMIDAZOLE	C9H10N2		Methano/water	IROA	MSMLS_7D11					675															
836	RETINOATE	C20H28O2		Methano/water	IROA	MSMLS_7D12					444795															
826	SPHINGOMYELIN	C41H83N2O6P		Methano/water	IROA	MSMLS_7D2					5283588															
827	CHOLESTA-5,7-DIEN-3BETA-OL	C27H44O		Methano/water	IROA	MSMLS_7D3					439423															
828	THYROXINE	C15H11I4NO4		Methano/water	IROA	MSMLS_7D4					5819															
829	BIS(2-ETHYLHEXYL)PHTHALATE	C24H38O4		Methano/water	IROA	MSMLS_7D5					8343															
830	GAMMA-LINOLENIC ACID	C18H30O2		Methano/water	IROA	MSMLS_7D6					5280933															
831	OMEGA-HYDROXYDODECANOIC ACID	C12H24O3		Methano/water	IROA	MSMLS_7D7					79034															
832	METHYL JASMONATE	C13H20O3		Methano/water	IROA	MSMLS_7D8					5281929															
833	GERANYLGERANYL PYROPHOSPHATE	C20H36O7P2		Methano/water	IROA	MSMLS_7D9					447277															
837	INDOLE	C8H7N		Methano/water	IROA	MSMLS_7E1					798															
846	1-HYDROXY-2-NAPHTHOATE	C11H8O3		Methano/water	IROA	MSMLS_7E10					6844															
847	1,2-DIPALMITOYL-RAC-GLYCERO-3-PHOSPHOETHANOLAMINE	C37H74NO8P		Methano/water	IROA	MSMLS_7E11					65109															
848	PHENYLPYRUVATE	C9H8O3		Methano/water	IROA	MSMLS_7E12					997															
838	CHOLATE	C24H40O5		Methano/water	IROA	MSMLS_7E2					221493															
839	PHYLLOQUINONE	C31H46O2		Methano/water	IROA	MSMLS_7E3					5280483															
840	CHOLESTERYL PALMITATE	C43H76O2		Methano/water	IROA	MSMLS_7E4					246520															
841	QUINOLINE	C9H7N		Methano/water	IROA	MSMLS_7E5					7047															
842	DOCOSAHEXAENOIC ACID	C22H32O2		Methano/water	IROA	MSMLS_7E6					445580															
843	DIETHYL 2-METHYL-3-OXOSUCCINATE	C9H14O5		Methano/water	IROA	MSMLS_7E7					97750															
844	RETINYL PALMITATE	C36H60O2		Methano/water	IROA	MSMLS_7E8					5280531															
845	1-NAPHTHYLAMINE	C10H9N		Methano/water	IROA	MSMLS_7E9					8640															
849	TRANS-CINNAMATE	C9H8O2		Methano/water	IROA	MSMLS_7F1					444539															
858	ALPHA-TOCOPHEROL	C29H50O2		Methano/water	IROA	MSMLS_7F10					14985															
859	RAC-GLYCEROL 1-MYRISTATE	C17H34O4		Methano/water	IROA	MSMLS_7F11					79050															
860	TRICOSANOIC ACID	C23H46O2		Methano/water	IROA	MSMLS_7F12					17085															
850	OLEATE	C18H34O2		Methano/water	IROA	MSMLS_7F2					445639															
851	STEARATE	C18H36O2		Methano/water	IROA	MSMLS_7F3					5281															
852	BETA-CAROTENE	C40H56		Methano/water	IROA	MSMLS_7F4					5280489															
853	25-HYDROXYCHOLESTEROL	C27H46O2		Methano/water	IROA	MSMLS_7F5					65094															
854	NERVONIC ACID	C24H46O2		Methano/water	IROA	MSMLS_7F6					5281120															
855	DESMOSTEROL	C27H44O		Methano/water	IROA	MSMLS_7F7					439577															
856	DEOXYCORTICOSTERONE ACETATE	C23H32O4		Methano/water	IROA	MSMLS_7F8					5952															
857	1-OLEOYL-RAC-GLYCEROL	C21H40O4		Methano/water	IROA	MSMLS_7F9					5283468															
861	FARNESYL DIPHOSPHATE	C20H32O4		Methano/water	IROA	MSMLS_7G1					445713															
862	CORTISONE	C21H28O5		Methano/water	IROA	MSMLS_7G2					222786															
863	DECANOATE	C10H20O2		Methano/water	IROA	MSMLS_7G3					2969															
864	CORTICOSTERONE	C21H30O4		Methano/water	IROA	MSMLS_7G4					5753															
81	_-Ketoglutaric acid 	C5H6O5		Methanol/IPA		K3752					51															
90	1-Oleoyl-sn-glycero-3-phosphocholine	C26H52NO7P  		Methanol/IPA		L1881					16081932															
34	a-Lactose	C12H22O11		Water		L3625-5G					84571															
92	1-Palmitoyl-sn-glycero-3-phosphocholine	C24H50NO7P		Methanol/IPA		L5254					460602															
39	Mannose	C6H12O6		Water		M2069-5G					18950															
98	2-Oleoylglycerol	C21H40O4		Methanol/IPA		M2787					5319879															
35	Maltose	C12H22O11		Water		M5885-5G					10991489															
193	Cerebroside 	C48H93NO9		Methanol/IPA	Matreya	1050					53480652															
194	Lactosylceramide	C53H101NO13		Methanol/IPA	Matreya	1507																				
149	DPPI-3P	C41H77O16P2		Methanol/IPA	Matreya	1780																				
148	"DPPI-4-P	 PI-4-P dipalmitoyl"	C41H77O16P2		Methanol/IPA	Matreya	1919																				
164	N-C18:0 Phytoceramide	C36H73NO4		Methanol/IPA	Matreya	2034																				
57	Nicotinamide	C6H6N2O		less water souble		N3376					936															
77	Oxaloacetic acid	C4H4O5		Methanol/IPA		O4126					970															
102	Heptanoic acid 	C7H14O2		Methanol/IPA		OC9-1KT 					8094															
104	Nonanoic acid 	C9H18O2		Methanol/IPA		OC9-1KT 					8158															
108	Undecanoic acid 	C11H22O2		Methanol/IPA		OC9-1KT 					8180															
101	Heptadecanoic acid 	C17H34O2		Methanol/IPA		OC9-1KT 					10465															
107	Tridecanoic acid 	C13H26O2		Methanol/IPA		OC9-1KT 					12530															
103	Nonadecanoic acid 	C19H38O2		Methanol/IPA		OC9-1KT 					12591															
105	Pentadecanoic acid 	C15H30O2		Methanol/IPA		OC9-1KT 					13849															
100	Heneicosanoic acid 	C21H42O2		Methanol/IPA		OC9-1KT 					16898															
106	Tricosanoic acid 	C23H46O2		Methanol/IPA		OC9-1KT 					17085															
61	Pantothenic acid 	C9H17NO5		Water/Methanol		P2250					988															
79	Pyruvate	C3H4O3		Water/Methanol		P2256					1060															
97	PE(18:0/18:0)	C41H82NO8P		Methanol/IPA		P3531					15061530															
63	Pyridoxal 	C8H9NO3 á HCl		Water/Methanol		P9130					1050															
64	Pyridoxamine	C8H12N2O2 á 2HCl		Water/Methanol		P9380					1052															
65	Pyridoxine	C8H11NO3 á HCl		Water/Methanol		P9755					1054															
56	Riboflavin	C17H20N4O6		Water/Methanol		R4500					493570															
36	Ribose	C5H10O5		Water		R7500-5G					5779															
80	Succinyl coenzyme A 	C25H40N7O19P3S		Water/Methanol		S1129					439161															
196	Spermidine	C7H19N3		Methanol/IPA		S2626					1102															
37	Sucrose	C12H22O11		Water		S9378-5G-KC					5988															
10	Adenine 	C5H5N5		Water/acidic	Sigma						190															
69	Adenine	C5H5N5		Methanol/IPA	Sigma						190															
68	Malate	C4H4O4		Methanol/IPA	Sigma						525															
28	Guanine	C5H5N5O		Water/acidic	Sigma						764															
25	Nicotinamide	C6H6N2O		Water/acidic	Sigma						936															
27	Nicotinic acid	C6H5NO2		Water/acidic	Sigma						938															
29	Succinic acid	C4H6O4		Water/acidic	Sigma						1110															
24	Uracil 	C4H4N2O2		Water/acidic	Sigma						1174															
19	Xanthine	C5H4N4O2		Water/acidic	Sigma						1188															
9	L-Cysteine	C3H7NO2S		Water/acidic	Sigma						5862															
4	L-Alanine	C3H7NO2		Water/acidic	Sigma						5950															
18	Serine	C3H7NO3		Water/acidic	Sigma						5951															
14	L-Glutamine	C5H10N2O3		Water/acidic	Sigma						5961															
11	L-Lysine	C6H14N2O2		Water/acidic	Sigma						5962															
20	L-Tyrosine	C9H11NO3		Water/acidic	Sigma						6057															
1	L-Leucine	C6H13NO2		Water/acidic	Sigma						6106															
13	L-Methionine	C5H11NO2S		Water/acidic	Sigma						6137															
15	L-Phenylalanine	C9H11NO2		Water/acidic	Sigma						6140															
7	L-Asparagine	C4H8N2O3		Water/acidic	Sigma						6267															
3	L-Histidine	C6H9N3O2		Water/acidic	Sigma						6274															
22	L-Valine	C5H11NO2		Water/acidic	Sigma						6287															
21	L-Threonine	C4H9NO3		Water/acidic	Sigma						6288															
23	L-Tryptophan	C11H12N2O2		Water/acidic	Sigma						6305															
70	Ribitol	C5H12O5		Methanol/IPA	Sigma						6912															
71	Norleucine	C6H13NO2		Methanol/IPA	Sigma						21236															
2	L-Arginine	C6H14N4O2 		Water/acidic	Sigma						28782															
12	L-Glutamic acid 	 C5H8NO4		Water/acidic	Sigma						33032															
6	L-Proline	C5H9NO2		Water/acidic	Sigma						145742															
5	Glycine 	C2H5NO2		Water/acidic	Sigma						5257127															
192	Dihydroergosterol 	C28H46O		Methanol/IPA	Sigma						5326970															
26	Fumaric acid	C4H4O4		Water/acidic	Sigma						21883788															
17	L-Aspartic acid	C4H7NO4		Water/acidic	Sigma						44367445															
67	Ascorbic acid	C6H8O6		Methanol/IPA	Sigma						54670067															
180	Cholesterol 	C27H46O  		Methanol/IPA	Sigma	C8667					11025495															
191	TAG	C53H100O6		Methanol/IPA	Sigma	D2157																				
190	MAG	C21H40O4		Methanol/IPA	Sigma	M7765																				
168	DPPE	C39H78NO8P  		Methanol/IPA	Sigma	P0399					73882															
162	Sphingomyelin 	C41H83N2O6P		Methanol/IPA	Sigma	S0756					5283588															
88	Glyceryl tripalmitoleate	C51H92O6		Methanol/IPA		T2630					9543989															
62	Thiamine 	C12H17ClN4OS á HCl		Water/Methanol		T4625					1130															
94	Glyceryl tristearate/ TRISTEARIN (C18:0)	C57H110O6		Methanol/IPA		T5016					11146															
66	Lipoic acid	C8H14O2S2		Methanol/IPA		T5625					6112															
46	Uridine	C9H12N2O6		Water/Methanol		U3750					6029															
47	Uridine trihydrogen diphosphate	C9H14N2O12P2 		Water/Methanol		U4125					6031															
54	Uridine monophosphate 	C9H11N2O9P		Water/Methanol		U6375					6030															
40	Uridine triphosphate 	C9H12N2Na3O15P3		Water		U6625					6133															
114	Arachidonic acid 	C20H32O2		Methanol/IPA		UN10-1KT 					444899															
115	cis-4,7,10,13,16,19-Docosahexaenoic acid	C22H32O2		Methanol/IPA		UN10-1KT 					445580															
122	Palmitoleic acid 	C16H30O2		Methanol/IPA		UN10-1KT 					445638															
116	Elaidic acid 	C18H34O2		Methanol/IPA		UN10-1KT 					445639															
121	Oleic acid 	C18H34O2		Methanol/IPA		UN10-1KT 					445639															
118	Linoleic acid	C18H32O2		Methanol/IPA		UN10-1KT 					5280450															
119	Linolenic acid	C18H30O2		Methanol/IPA		UN10-1KT 					5280934															
117	Erucic acid 	C22H42O2		Methanol/IPA		UN10-1KT 					5281116															
120	Nervonic acid 	C24H46O2		Methanol/IPA		UN10-1KT 					5281120															
123	Petroselinic acid 1	C18H34O2		Methanol/IPA		UN10-1KT 					5281125															
38	Xylose	C5H10O5		Water		X1500-5G					135191															
178	Ergosterol 	C28H44O		Methanol/IPA							21775588															
